labId               ,virusId             
60764,82456
60376,81954
60614,80728
60428,83550
60090,81325
60576,81596
60572,80970
60296,82352
60032,83393
60150,82442
60428,83144
60735,80936
60824,80842
60292,83294
60602,82302
60853,83505
60608,80369
60654,83274
60888,81618
60717,83376
60134,82192
60054,83070
60248,81316
60416,81529
60760,81390
60647,83894
60880,82186
60816,83168
60096,82786
60504,80571
60760,82645
60334,81364
60402,82232
60556,80100
60066,81460
60356,81048
60278,83839
60813,83573
60036,80993
60728,82394
60261,80435
60330,81748
60521,80744
60712,81029
60812,80769
60816,81560
60228,80884
60432,81612
60398,81344
60956,82930
60610,82103
60893,82654
60828,82994
60489,83568
60643,80945
60814,83182
60869,83872
60336,82855
60964,80528
60216,80829
60664,81492
60651,83170
60689,82430
60856,83098
60857,83570
60204,80119
60825,81464
60832,83668
60204,80129
60100,82952
60974,80896
60128,82800
60120,83397
60430,81264
60477,81052
60072,80475
60792,80512
60693,80320
60636,82040
60758,80044
60608,83173
60746,81230
60470,80354
60809,83203
60736,82246
60164,82044
60100,83006
60800,81504
60406,82195
60308,83829
60080,81464
60850,80295
60194,82708
60036,81016
60902,83596
60049,82778
60573,82793
60454,83538
60248,83037
60054,81521
60375,82050
60032,81678
60528,80173
60884,81188
60222,80320
60148,81404
60148,80611
60672,83476
60570,82791
60178,80540
60173,82104
60688,80368
60526,82996
60086,80078
60096,80699
60310,80394
60736,82672
60291,81458
60256,81646
60948,80606
60708,80027
60403,80320
60002,80528
60815,82203
60210,82838
60736,82167
60560,82978
60480,82765
60968,80032
60116,83516
60208,83661
60070,82432
60336,81751
60728,82012
60495,82160
60080,82535
60032,81894
60802,83200
60304,82988
60928,81255
60658,82692
60550,81253
60370,81518
60488,80888
60068,81027
60314,81144
60206,82777
60754,82587
60924,83604
60912,82365
60940,83316
60586,83614
60048,80512
60945,80938
60154,81002
60800,80432
60639,82983
60710,83992
60824,82680
60384,83095
60164,83474
60416,83056
60272,80256
60242,82969
60194,81120
60720,80233
60204,80062
60204,80777
60340,80552
60656,82913
60794,82976
60283,81562
60895,80026
60703,81224
60576,80546
60009,82691
60600,81286
60982,81112
60288,80410
60287,81186
60116,83974
60606,82681
60204,83769
60124,81360
60224,83947
60138,80482
60000,82164
60294,83758
60701,83124
60556,83634
60564,82918
60956,81656
60866,81385
60312,82484
60256,80448
60194,83623
60965,82551
60400,82456
60778,83194
60698,82176
60404,81440
60704,82708
60916,81974
60672,81638
60060,81421
60333,83839
60706,82173
60214,82500
60360,82090
60490,81688
60731,81105
60778,81381
60992,83726
60428,82607
60755,83044
60717,81642
60020,80376
60780,83480
60667,80932
60788,82131
60849,82480
60416,82148
60104,83796
60428,83584
60172,80039
60160,80280
60466,81168
60418,81218
60127,80284
60108,80193
60328,82132
60816,82677
60192,83456
60112,80715
60817,81610
60416,81656
60058,83584
60179,81014
60512,83918
60311,83358
60068,82532
60032,80844
60343,82794
60157,82666
60427,83977
60756,80748
60664,83096
60832,82760
60671,82694
60092,82080
60400,81042
60227,83214
60124,81819
60824,82056
60387,80646
60448,82246
60614,83392
60044,80330
60745,82632
60976,82243
60955,80071
60590,83164
60214,80417
60853,82120
60920,83632
60718,80036
60944,80004
60876,82456
60946,82576
60210,80641
60888,83760
60202,82568
60133,82864
60776,82880
60417,83553
60558,82024
60379,81655
60481,82716
60152,80268
60000,82402
60940,83606
60016,80878
60959,82523
60166,83647
60750,80448
60637,82143
60929,83940
60835,83856
60068,80232
60578,81516
60000,80925
60861,82512
60004,81776
60074,83840
60824,80227
60614,82072
60344,83311
60250,81920
60717,82148
60253,81456
60816,83830
60297,83136
60274,81944
60276,82614
60256,82992
60569,81909
60192,83480
60140,80192
60656,81536
60802,82861
60388,81226
60973,81154
60860,83131
60758,81192
60197,80868
60607,81936
60230,81942
60543,83380
60248,80830
60592,80576
60784,82652
60768,80134
60184,83335
60123,80868
60326,83583
60800,83978
60782,81689
60363,83537
60208,80312
60388,81128
60320,81020
60515,81893
60848,80400
60592,82956
60230,81095
60568,82102
60935,82302
60365,81797
60486,81501
60168,81884
60330,83428
60134,81322
60192,81712
60433,80655
60430,80112
60714,81216
60906,82246
60993,81464
60176,83585
60770,81224
60981,83610
60764,80387
60608,82410
60564,81045
60464,82637
60186,82455
60172,82859
60048,83712
60542,82628
60786,82946
60691,82252
60588,83448
60784,83938
60564,81545
60844,81482
60284,82923
60459,83308
60956,81524
60070,80338
60392,82992
60856,81680
60160,81996
60866,81456
60962,83454
60882,82642
60960,83377
60892,82070
60128,82524
60292,82247
60132,80070
60109,81924
60430,83576
60845,80569
60073,83160
60341,82426
60828,82176
60918,80672
60407,81653
60428,81278
60704,80004
60864,81758
60576,81191
60347,80712
60384,80498
60244,81232
60781,82856
60826,83530
60483,81810
60504,82871
60220,83118
60798,80733
60687,83544
60995,80260
60832,82988
60860,80592
60272,82814
60076,80858
60221,83328
60672,80631
60419,83102
60701,82726
60549,81839
60960,82653
60320,81000
60056,83618
60912,80676
60908,82255
60871,80367
60915,83608
60028,81307
60032,80872
60189,81113
60410,80978
60352,83304
60740,83684
60256,83916
60664,82722
60492,83176
60474,81712
60196,81488
60696,82706
60611,81480
60772,82777
60072,82490
60259,83174
60985,82745
60520,83978
60808,81884
60709,83594
60619,82196
60186,80334
60192,83843
60412,83402
60032,82128
60944,81932
60992,82137
60754,82102
60516,81326
60868,81929
60362,82670
60540,83660
60976,80054
60344,82160
60241,80218
60984,82536
60896,83477
60100,81187
60544,82420
60014,81528
60568,82251
60514,82876
60464,83940
60728,83072
60210,83792
60286,82472
60704,80764
60592,81124
60293,82624
60320,81288
60272,80313
60444,81166
60604,81468
60288,80010
60676,82008
60570,82616
60434,82600
60840,83466
60268,82232
60176,83296
60772,80763
60544,83936
60979,83348
60088,83150
60638,82608
60848,83303
60480,83600
60374,83218
60355,82436
60357,82576
60744,83380
60334,82086
60855,81608
60255,82100
60004,81219
60388,82448
60903,81536
60886,80005
60150,80331
60415,81748
60908,80025
60664,82980
60864,83497
60862,81796
60801,83828
60640,81906
60168,80928
60044,80159
60656,80688
60024,81889
60046,81686
60924,82258
60242,82064
60440,81374
60972,82966
60101,82349
60505,83088
60502,83167
60895,82721
60748,81476
60700,82423
60964,80497
60172,81882
60256,83013
60877,83699
60149,81741
60951,82130
60241,81524
60439,82192
60512,81996
60752,80884
60824,83882
60928,81221
60884,82200
60450,81846
60709,80832
60764,81136
60846,81722
60862,83326
60412,83607
60416,81344
60774,82696
60845,80324
60694,83654
60690,83522
60258,80518
60800,82592
60732,80744
60148,83628
60254,80330
60902,83573
60912,83406
60904,82776
60460,80596
60860,82139
60772,80932
60914,82267
60469,80882
60376,80048
60672,81998
60583,83148
60956,81264
60088,81976
60588,82244
60146,82170
60002,82004
60184,80128
60727,80806
60699,82068
60698,83567
60227,80599
60670,81518
60598,81307
60788,80000
60948,82616
60016,80132
60026,83686
60830,82324
60352,83222
60016,80182
60024,80733
60786,82358
60016,82808
60583,80400
60352,82467
60146,83843
60001,82706
60029,82130
60892,82730
60416,82556
60704,82466
60512,82366
60352,83309
60608,81678
60801,81504
60445,82854
60536,80740
60620,81881
60758,81868
60154,82778
60902,82387
60704,82456
60813,80730
60967,83147
60584,81832
60841,80288
60404,83718
60672,80945
60412,80294
60953,80400
60648,81899
60040,80140
60725,83352
60304,83107
60287,82452
60450,83564
60240,80964
60045,83880
60782,80170
60363,81997
60912,80250
60688,83180
60692,80948
60624,83480
60376,83716
60020,83628
60975,80530
60286,81634
60618,80445
60929,82360
60888,83902
60547,83012
60160,81929
60107,81968
60679,80291
60043,80880
60176,83053
60360,83472
60870,80736
60790,81308
60766,83812
60846,83128
60787,82349
60571,82442
60812,82967
60043,83232
60936,82848
60270,83908
60641,82915
60656,83680
60076,82480
60288,81101
60000,80592
60448,82540
60580,82993
60960,81460
60624,80500
60882,83369
60860,83336
60564,83426
60288,80486
60032,82019
60590,81842
60884,81898
60415,82771
60751,81679
60509,82326
60190,80557
60902,81200
60830,82560
60971,82125
60180,83526
60496,81542
60514,81768
60322,81024
60537,83284
60760,83168
60016,80604
60542,80120
60456,82365
60152,82192
60896,81200
60940,81134
60184,81184
60707,82380
60283,80546
60336,82999
60032,80299
60928,83095
60186,81392
60652,81058
60000,80015
60390,82194
60323,81295
60678,82456
60028,82461
60400,81473
60112,81253
60088,83952
60179,82111
60369,80438
60701,83774
60114,83862
60991,80512
60944,83674
60052,80421
60076,81101
60217,83485
60064,82272
60518,82701
60127,81505
60952,83808
60782,82836
60818,81037
60144,82501
60168,80483
60392,80720
60899,81909
60902,83132
60396,81068
60162,81819
60658,81276
60624,82620
60475,82842
60341,81107
60420,80640
60486,80892
60003,81790
60727,80024
60159,81965
60698,81536
60886,80384
60007,81360
60496,83904
60818,80468
60288,80329
60288,80264
60629,82342
60956,81713
60384,82966
60003,83227
60734,82254
60192,80576
60974,82840
60489,83480
60640,83928
60536,81386
60373,82984
60392,81116
60002,83000
60078,81107
60176,81716
60091,80895
60152,81504
60620,82118
60280,82500
60206,83824
60316,81177
60730,80715
60431,83140
60596,82180
60138,83056
60816,82894
60751,82912
60392,80728
60920,80962
60568,81222
60383,83524
60464,82038
60416,83576
60666,81086
60930,81940
60060,80802
60768,82843
60824,81640
60384,81585
60704,80198
60654,80668
60537,80196
60918,81984
60660,80649
60112,82806
60751,81716
60746,81488
60960,82752
60176,81086
60018,80010
60458,80272
60908,81996
60447,82120
60588,82644
60640,83272
60598,83456
60300,82048
60550,83804
60288,83730
60253,81072
60398,81536
60793,81176
60370,81493
60096,83520
60992,83631
60742,81600
60288,83926
60482,83248
60968,82744
60428,83974
60200,82404
60714,80922
60104,83955
60964,83712
60632,80614
60664,83471
60558,81401
60122,80984
60062,81234
60121,83080
60771,83209
60876,80264
60948,82775
60060,81664
60638,82028
60544,83752
60596,82724
60258,82804
60067,81292
60929,82910
60293,80026
60672,83052
60196,80284
60206,81232
60623,81280
60495,83346
60036,80598
60602,81736
60140,83636
60868,80028
60220,83182
60624,81570
60245,80992
60512,80787
60408,83328
60376,81152
60330,81660
60076,80455
60604,82911
60872,83899
60888,80551
60449,81464
60680,82927
60950,82960
60862,80201
60850,82528
60798,83673
60258,83634
60208,82768
60936,80408
60124,81606
60787,83040
60280,81654
60721,80816
60278,82039
60002,83340
60448,80640
60358,82309
60092,80354
60792,81832
60813,80310
60685,82957
60796,83696
60217,82944
60013,81195
60204,83469
60008,83854
60393,81808
60210,83531
60326,82648
60880,81528
60017,82986
60382,81446
60698,82432
60154,82234
60261,83660
60504,82481
60617,83603
60550,83886
60623,81742
60748,81536
60055,81940
60181,80438
60264,80808
60958,82312
60846,83364
60958,81495
60682,80122
60308,83498
60032,80298
60416,83513
60370,80838
60722,83951
60018,81526
60256,83776
60654,83602
60345,80501
60096,82975
60861,81586
60912,82974
60216,82240
60570,80624
60401,81928
60348,80190
60354,83788
60456,81324
60570,83886
60884,82164
60832,80711
60412,83540
60736,82606
60966,80822
60047,81289
60138,83624
60528,82444
60288,80444
60946,81567
60278,81917
60032,83684
60466,82858
60161,80306
60748,81488
60934,80180
60226,80239
60782,82344
60530,82496
60108,83368
60510,82816
60686,80894
60440,81792
60055,81590
60216,81451
60575,81476
60744,82640
60492,82902
60861,81408
60897,81287
60431,81200
60810,82587
60984,81652
60941,83451
60337,83196
60968,82380
60236,80761
60252,83972
60280,83259
60768,82500
60162,83256
60474,83742
60552,80923
60383,83758
60829,80802
60080,80472
60620,80518
60827,82948
60012,82440
60361,81056
60612,82944
60333,81435
60034,80151
60683,81120
60072,83776
60059,83379
60416,82493
60280,80084
60646,82413
60707,83031
60972,81864
60870,83793
60938,83905
60512,80376
60772,81224
60319,83980
60700,82972
60092,81616
60972,83468
60530,83658
60850,80249
60608,83045
60595,80457
60466,83851
60314,80889
60069,81882
60637,80552
60048,82244
60836,82802
60152,82928
60648,81074
60000,80872
60706,82072
60858,81652
60008,81750
60724,80593
60668,81578
60288,80068
60219,80464
60105,81384
60904,83108
60992,81694
60451,81220
60883,81691
60793,80928
60258,82754
60105,82504
60490,82753
60810,80735
60640,83898
60366,80521
60576,83872
60115,81636
60417,82778
60200,83908
60550,83400
60896,80361
60194,81784
60155,81277
60876,82811
60850,80611
60984,82625
60328,81096
60900,81240
60155,80202
60670,83370
60395,82409
60788,81309
60772,83274
60130,83426
60978,80450
60816,81296
60670,83588
60750,82784
60256,81189
60236,80880
60721,82218
60441,83524
60836,81603
60298,81513
60764,83548
60790,81896
60030,83359
60366,83436
60162,83281
60943,83095
60226,83264
60259,82263
60368,81090
60824,83431
60451,82674
60999,82156
60056,80852
60518,83644
60048,80047
60160,82260
60088,80716
60560,80213
60785,83200
60537,83465
60503,80708
60224,80330
60941,83143
60756,83982
60704,81536
60696,81616
60887,80698
60948,83074
60730,81070
60609,83220
60434,83728
60874,80920
60770,81248
60109,80910
60944,83695
60841,81938
60344,81172
60468,80524
60899,80705
60872,83968
60880,83910
60920,83519
60404,81088
60249,80613
60234,80941
60340,80936
60908,81520
60800,81252
60536,80564
60398,82036
60168,80906
60544,83524
60132,80696
60782,83793
60876,80738
60888,80356
60294,83218
60332,83171
60069,82116
60485,80348
60432,83843
60924,83124
60505,82696
60674,81238
60188,81444
60998,80992
60274,83368
60223,83658
60068,83804
60120,80314
60928,81817
60114,82296
60498,83026
60595,80712
60905,81124
60200,83577
60246,80528
60282,80414
60088,83264
60164,83869
60347,83643
60388,83232
60396,83582
60910,83680
60960,83008
60388,82468
60748,80744
60490,81519
60608,80727
60835,80060
60512,82973
60389,83600
60414,80064
60774,83689
60272,82471
60038,83022
60336,82912
60104,81802
60630,82296
60290,83104
60164,82358
60662,83281
60576,81275
60142,81487
60500,81684
60677,82848
60192,82992
60752,80506
60612,83864
60343,81185
60680,83236
60271,80012
60458,82144
60160,81536
60916,81082
60147,80420
60840,80764
60216,82398
60236,83053
60526,82880
60236,80317
60424,82618
60118,80776
60232,80714
60992,81710
60096,81172
60354,80441
60121,80882
60410,81208
60748,80356
60059,81594
60422,81360
60886,83630
60528,82001
60445,81582
60465,80372
60016,82964
60914,83424
60814,82958
60610,82261
60792,83660
60576,83840
60804,82379
60342,83110
60379,80295
60782,80032
60366,80872
60590,80672
60658,81550
60597,83104
60372,83150
60156,80922
60474,81635
60908,82659
60382,82125
60111,80850
60388,80773
60901,83840
60561,82903
60456,80615
60390,83762
60412,82840
60092,82372
60894,82446
60124,81686
60566,82229
60624,82730
60025,82887
60053,81593
60096,83508
60266,82236
60679,80768
60121,81001
60965,83313
60560,80576
60298,81550
60383,82718
60344,82158
60672,80582
60323,81873
60099,81547
60237,80228
60984,82454
60794,80807
60945,80128
60895,80456
60848,82447
60824,82308
60552,80902
60900,82752
60842,80030
60128,82127
60852,83804
60220,81198
60280,83851
60274,83763
60882,80691
60370,80312
60263,83086
60712,81589
60959,81948
60608,80897
60736,83163
60672,82058
60616,82741
60941,83207
60665,80727
60741,83596
60134,82248
60866,80500
60471,81843
60416,81600
60080,82163
60406,83110
60970,81588
60189,82688
60948,80672
60094,81856
60392,80224
60224,80122
60082,80720
60032,80662
60137,81952
60812,81088
60439,80440
60704,83379
60683,81408
60232,81847
60299,80462
60312,80490
60487,80135
60730,83996
60320,81022
60469,80832
60450,80656
60830,82712
60027,82677
60329,83745
60768,82982
60112,82289
60387,80916
60156,81226
60473,80560
60816,83174
60370,81447
60769,80896
60538,83685
60317,83065
60490,80511
60116,83338
60777,80640
60463,83924
60584,81124
60586,81232
60389,80352
60843,83392
60612,80882
60062,83908
60542,81994
60336,80319
60686,80262
60751,83824
60162,83291
60068,81338
60663,80436
60752,82387
60112,82928
60810,83086
60296,81548
60522,82080
60284,82721
60261,81776
60068,82072
60304,80884
60516,80010
60546,83940
60890,80120
60781,83469
60812,81312
60377,82443
60174,80030
60906,81839
60152,81876
60318,82485
60310,82464
60922,80742
60864,83307
60544,80852
60140,80644
60358,83144
60414,81217
60678,81958
60686,82230
60032,80356
60360,83836
60640,82903
60515,83076
60914,83626
60938,82430
60820,81252
60580,83749
60755,83413
60836,80884
60443,81736
60677,82224
60224,82152
60511,82894
60150,83572
60792,81975
60480,83720
60294,80601
60989,80951
60820,81508
60992,82548
60970,81596
60768,83490
60016,82312
60960,82872
60892,81880
60571,83626
60752,80920
60730,80448
60312,82540
60868,83240
60232,80168
60516,82288
60532,83308
60714,81530
60776,80586
60548,81118
60617,83877
60672,80108
60264,80764
60972,83145
60592,83732
60595,80174
60183,83766
60320,83235
60631,82132
60114,82688
60826,80814
60830,80908
60736,83317
60023,83320
60049,83900
60165,80428
60426,80672
60331,82648
60768,80828
60740,80511
60133,80768
60010,80060
60820,81620
60731,81420
60000,83083
60554,81152
60495,80062
60555,81438
60964,81726
60856,81428
60173,83840
60744,82086
60612,80405
60160,82352
60278,81845
60940,82642
60422,83637
60950,83940
60680,83989
60900,81410
60894,80345
60382,82351
60072,83931
60768,80479
60300,82484
60673,81288
60448,82537
60460,83616
60782,80400
60876,83765
60853,82599
60347,83528
60511,82793
60642,80097
60852,82805
60982,81362
60538,81212
60930,82050
60079,81265
60738,82001
60036,83728
60109,83140
60128,83254
60219,81139
60176,83062
60588,83446
60268,82631
60856,82208
60332,83533
60189,83381
60061,82088
60300,82638
60871,81152
60452,83033
60764,80352
60690,81670
60848,81772
60764,83628
60832,82656
60728,81280
60284,82707
60285,80472
60968,83314
60344,82264
60172,82528
60892,80177
60205,81191
60412,81810
60528,80172
60896,83288
60668,82910
60416,80097
60352,83827
60908,81006
60262,80504
60365,83642
60732,80724
60265,81258
60288,80390
60262,80303
60980,81187
60268,83675
60184,80418
60372,81142
60883,83603
60839,82698
60739,82320
60144,80931
60352,83365
60399,80780
60220,83667
60791,80768
60584,81784
60088,81211
60048,83648
60177,83149
60355,81452
60124,81860
60770,80388
60860,83408
60096,80640
60716,82116
60382,83594
60669,80730
60082,82324
60036,83049
60101,83520
60410,80478
60721,83980
60172,82589
60670,82054
60168,82200
60752,83185
60771,83490
60468,83353
60216,81408
60367,80220
60207,83112
60728,83168
60056,81900
60453,83116
60526,83668
60478,83706
60848,81333
60024,80426
60897,82088
60387,81066
60058,81708
60736,83124
60704,82711
60824,83493
60832,80831
60875,82688
60928,82340
60757,80956
60701,81818
60078,80834
60694,82575
60264,83920
60678,83296
60512,81682
60336,80712
60346,80930
60548,83892
60704,82677
60361,83485
60721,80444
60027,83120
60332,81506
60072,80004
60302,83642
60230,83858
60405,82332
60363,83252
60034,81932
60080,81280
60970,80084
60344,81231
60816,83136
60720,83664
60464,80845
60440,80318
60828,83660
60904,83539
60525,80256
60026,81894
60340,82151
60778,80884
60423,82755
60588,81360
60622,80416
60317,83520
60846,82323
60378,80924
60383,80842
60156,82264
60624,80460
60607,81368
60013,80020
60770,80810
60921,80431
60656,80384
60410,82903
60934,80278
60452,81296
60564,81926
60699,80008
60038,82454
60594,80500
60741,80008
60408,81136
60186,82649
60936,81827
60356,82758
60207,80267
60392,82220
60698,80992
60790,82044
60116,82072
60493,83707
60341,83284
60622,83268
60133,83116
60012,81513
60537,83597
60392,82216
60210,82340
60128,83829
60235,80416
60924,80191
60064,83530
60720,80556
60368,82735
60256,82300
60291,80472
60697,80130
60110,81066
60722,81011
60540,83320
60808,82535
60237,81191
60696,80468
60786,80414
60368,83091
60270,81966
60916,80860
60472,81374
60276,81092
60415,81972
60076,83772
60544,81628
60504,80331
60136,82104
60104,80520
60800,81136
60157,82877
60116,82232
60840,83222
60304,82320
60342,81246
60346,81796
60666,83096
60092,82972
60352,80244
60457,81224
60352,81868
60880,83679
60534,83920
60718,80262
60420,82928
60422,83368
60391,83338
60269,81111
60137,82000
60004,80664
60434,80564
60691,82876
60114,83280
60379,82020
60736,80805
60512,82008
60086,81666
60932,80529
60873,80596
60484,82956
60092,80613
60380,82640
60737,81134
60546,81762
60616,80378
60946,83108
60784,81382
60848,80064
60784,83016
60431,80148
60838,81932
60208,80676
60596,81378
60374,82444
60724,83317
60548,83726
60940,81896
60739,80417
60124,81513
60368,81509
60932,82112
60083,80330
60502,83770
60456,81764
60464,82114
60675,82960
60190,80891
60961,81312
60570,82202
60519,81213
60442,80644
60402,82048
60760,81107
60059,82020
60982,82276
60123,83856
60740,81764
60975,80784
60760,83664
60422,83174
60112,80189
60440,83748
60212,83096
60072,83421
60344,80284
60740,82900
60270,82260
60090,80404
60552,82548
60665,81222
60504,81892
60390,81116
60571,80600
60704,80304
60156,81425
60823,80858
60285,80436
60736,83456
60604,80951
60607,81104
60048,81232
60446,81754
60736,81510
60925,83156
60206,82746
60556,82910
60998,82442
60819,80536
60288,82331
60630,80146
60221,81247
60800,80189
60786,83128
60227,83636
60548,82560
60721,83256
60639,80928
60438,81953
60888,82472
60894,82616
60004,81221
60675,81536
60984,81352
60166,82096
60898,82890
60046,81682
60000,82812
60084,83727
60464,82303
60832,83040
60350,81974
60364,81640
60223,80795
60082,81873
60161,80660
60325,82092
60302,83626
60000,81344
60160,81852
60545,81948
60368,83118
60408,80900
60247,81056
60504,83652
60992,82606
60196,83092
60536,81252
60812,81896
60045,82414
60366,80475
60200,82124
60104,80743
60860,80705
60721,81152
60628,82953
60210,83200
60224,82800
60743,82887
60369,80697
60552,83052
60087,81866
60193,80100
60752,80560
60688,82216
60764,81215
60438,83689
60452,82047
60996,80268
60028,80048
60708,80888
60963,82880
60152,80413
60703,82766
60530,82040
60078,81280
60846,81181
60948,83328
60729,83514
60074,82691
60456,81213
60880,83180
60921,80962
60262,83512
60128,83043
60632,80638
60288,80648
60543,83037
60542,81760
60655,81585
60509,82594
60926,82712
60732,82146
60063,82290
60704,81509
60274,82096
60980,83251
60852,80056
60700,81146
60352,82355
60440,82604
60033,82350
60317,80650
60134,81940
60599,80060
60952,83974
60800,83389
60970,83211
60729,80052
60341,80224
60086,83404
60821,83198
60544,81124
60080,81884
60840,82850
60472,82400
60812,80994
60257,80320
60626,80124
60330,80674
60436,83936
60779,83771
60280,82053
60925,80416
60532,83104
60614,80496
60356,80928
60960,81208
60672,82712
60488,80864
60810,81966
60044,82816
60306,80042
60206,82064
60998,83011
60688,83808
60132,81626
60638,81044
60816,83149
60226,82656
60034,82232
60104,80182
60320,82112
60224,82432
60664,82432
60742,83624
60676,83536
60672,81544
60654,81789
60474,80948
60418,82496
60985,80428
60667,80142
60704,81888
60864,80650
60800,80196
60519,80706
60378,82700
60861,83808
60402,80526
60732,81581
60001,81468
60304,83434
60280,83456
60420,80568
60346,83374
60256,80987
60128,83496
60912,83886
60646,83264
60093,80243
60304,80309
60054,82254
60560,81600
60096,81149
60312,80200
60764,81063
60517,81651
60952,81072
60616,83174
60664,80128
60066,80462
60379,80098
60036,81768
60190,80256
60892,80885
60464,83340
60213,83038
60756,80656
60484,80152
60686,81404
60530,80292
60537,80040
60670,80741
60993,82377
60950,83641
60284,82279
60097,81180
60061,82482
60949,81843
60252,83528
60768,82966
60382,80129
60761,83437
60807,83330
60010,80484
60068,83200
60528,83270
60537,81724
60598,82431
60359,83010
60115,80226
60088,80602
60784,80512
60592,82285
60646,80520
60782,80236
60024,83072
60772,83616
60842,81348
60104,83480
60736,80518
60656,81572
60316,81160
60356,82337
60156,81496
60655,83100
60864,83022
60792,80960
60039,82886
60929,82291
60225,82730
60632,80348
60128,81707
60868,82818
60768,80564
60868,81268
60778,82502
60416,80407
60732,82211
60849,81687
60422,80698
60044,80279
60329,81769
60668,81584
60790,81126
60032,83583
60683,82026
60705,81470
60195,81460
60121,83392
60148,80790
60618,81614
60792,81685
60324,81176
60852,83458
60168,81510
60849,81478
60192,82922
60685,82624
60684,82758
60796,81760
60002,81391
60244,81293
60812,80460
60260,80412
60070,80457
60182,81416
60061,82407
60710,80618
60496,82356
60640,80347
60652,82886
60196,81990
60536,81844
60930,81509
60843,80896
60244,80314
60216,80106
60144,83504
60100,83347
60352,83000
60380,83892
60509,81008
60256,82034
60957,82800
60853,80944
60616,82880
60600,81904
60808,83264
60375,81390
60526,80036
60104,83676
60608,80780
60900,83829
60932,80046
60716,80368
60416,82618
60524,81728
60895,82592
60378,83196
60102,82288
60080,81072
60145,83534
60028,82610
60120,82686
60992,80832
60150,82872
60864,82996
60724,82168
60670,80474
60541,80386
60440,82749
60218,82964
60000,82028
60611,80833
60506,80384
60812,81217
60500,81665
60261,82936
60466,81480
60628,83174
60488,81480
60776,80773
60436,80577
60234,83919
60455,81128
60742,82109
60112,80668
60804,80618
60467,82528
60352,83240
60634,80632
60029,83192
60143,81092
60933,81726
60760,82139
60947,81035
60990,82752
60140,82784
60007,83910
60072,83577
60407,80649
60203,82940
60424,81144
60050,81848
60236,83685
60950,82988
60665,83248
60814,82397
60560,82712
60464,81475
60244,83568
60962,80028
60067,83954
60042,82148
60176,82344
60940,81958
60704,82408
60942,81732
60624,83624
60060,83104
60512,82299
60542,81839
60592,81521
60800,81360
60856,81650
60745,83888
60736,82731
60992,81014
60148,83813
60640,80969
60055,83420
60091,82120
60934,80299
60474,83738
60912,83712
60794,83980
60817,83962
60560,81035
60120,83306
60212,83697
60716,81280
60045,83218
60904,80765
60456,82286
60632,82944
60320,83184
60624,83983
60856,82203
60352,80296
60497,80420
60580,83436
60124,81188
60072,82179
60201,80921
60320,83816
60506,83293
60448,80344
60411,80727
60350,81720
60469,83675
60776,82211
60672,83956
60530,80307
60548,82930
60534,80528
60135,82165
60532,81720
60164,83880
60499,81689
60753,82106
60612,82312
60658,83918
60512,81712
60418,82032
60903,81845
60982,82172
60286,83510
60686,82104
60397,82599
60376,81740
60952,83750
60932,80411
60985,82106
60234,81800
60620,81088
60580,81752
60171,83608
60900,82709
60332,82292
60469,81751
60604,83017
60104,82960
60784,83646
60649,83017
60577,82175
60714,83300
60854,82794
60759,80024
60930,81861
60460,83570
60832,81080
60413,80128
60515,82433
60888,82924
60360,80733
60456,82980
60424,81846
60397,80138
60032,81328
60335,83440
60304,80265
60839,81976
60800,81876
60340,80406
60566,83814
60548,80312
60040,81486
60513,82181
60400,83009
60166,82775
60838,83748
60032,82944
60160,82020
60587,80988
60252,82804
60104,83244
60448,83400
60484,80368
60923,83864
60608,81594
60823,83022
60216,80263
60040,80409
60491,80248
60095,83715
60648,83422
60674,81800
60488,82986
60928,82476
60263,80015
60041,80030
60080,80616
60759,81322
60201,83046
60896,83246
60786,80171
60282,82630
60554,82448
60868,82990
60678,80464
60466,83492
60688,82620
60416,83398
60642,82698
60452,82432
60972,83648
60549,80821
60147,81510
60758,83573
60608,83054
60688,83394
60339,83345
60156,82554
60822,80866
60514,83786
60252,82840
60640,80482
60392,82576
60381,81126
60038,82945
60996,82443
60289,81348
60536,83985
60574,83964
60880,81848
60752,83762
60660,83528
60448,82784
60184,80797
60703,80548
60056,83712
60048,83386
60791,83444
60003,80753
60296,80053
60160,80222
60248,83232
60720,80613
60646,81297
60991,81051
60187,80390
60513,82856
60134,83078
60495,81224
60336,81568
60364,80768
60350,80800
60064,80376
60824,82546
60176,80940
60016,83032
60352,80021
60076,82615
60227,83347
60378,82080
60617,83403
60024,81848
60432,83168
60914,81800
60176,83818
60328,82204
60892,80180
60738,82506
60041,81492
60250,80497
60320,81199
60404,82487
60404,82216
60924,80974
60010,80014
60211,82346
60832,81337
60496,83559
60339,81520
60680,82352
60776,83280
60866,80917
60572,82672
60303,82399
60000,82814
60864,81368
60206,82076
60872,83971
60830,82974
60168,82144
60140,83681
60808,83064
60748,82568
60344,80870
60571,81138
60736,81152
60704,83968
60800,83624
60090,82004
60728,83292
60992,83724
60840,80711
60826,81447
60677,80342
60092,80784
60660,83536
60468,83593
60184,81832
60646,82273
60983,81664
60404,81160
60912,83128
60469,83048
60382,80805
60546,83776
60951,83143
60142,83473
60198,81500
60739,81122
60557,81172
60592,83121
60750,83146
60527,82272
60096,82752
60406,80824
60960,81823
60427,83513
