medId               ,virusId             
27168,81003
37442,83825
25045,83657
30763,82490
34392,83591
37158,82406
27943,80812
31670,83968
25911,81160
32182,81802
29920,83322
35872,80432
33046,81232
25892,82890
21808,81592
25672,81940
26772,83372
28101,81959
23598,81055
20863,81108
38218,82479
21991,80692
36000,81416
34476,82074
39928,83034
21824,83130
24028,83260
34833,82114
25543,82051
36630,82459
32014,81068
21802,82916
29941,80079
22142,81862
29757,82885
34916,82144
35547,80017
31704,81858
22240,82605
34828,81132
28338,83448
37467,80994
38839,83080
30756,80074
20694,80798
29409,80340
33272,82272
34682,82560
32512,83600
26681,83982
38960,80700
30060,81460
20232,80754
36028,83524
30196,82720
36564,82516
30506,82592
39495,83187
27375,81582
23610,83763
28537,83990
34610,81648
33552,83150
20864,83190
35264,82938
25358,80562
32809,81736
23856,83840
35688,82889
30856,83474
22074,81240
38223,81112
29803,80989
21488,83533
39136,80078
38860,83609
25885,80716
30978,83350
30215,80018
34699,83968
20187,80055
26863,80899
20140,83811
32264,81042
33956,83440
27396,80312
33260,83485
26497,80422
27912,83978
30294,83681
30657,80614
35374,82400
31288,82604
24759,80746
23712,80984
32042,82160
26076,83048
29524,83707
21507,82126
31726,83576
27100,81120
38758,82401
35528,83928
31906,81682
34240,80619
37688,83854
36448,83146
37590,81164
21665,83768
26836,83398
34414,83700
29996,83306
33543,82146
32682,82428
23855,81984
36631,80850
21242,81128
21942,83134
35672,83166
25620,82420
32312,83645
30287,83919
34680,83962
39536,81100
24840,82264
34336,81016
27968,82804
35577,83859
38036,80857
23808,83252
26644,80148
29956,81873
21066,80181
24784,83782
32757,83710
37554,81301
37065,82064
29708,82558
38064,81728
32560,81516
39441,80336
38203,82718
27734,82636
22464,82600
34330,80891
32418,80196
39322,82024
32731,82780
32948,80356
32620,81408
28964,82186
21180,81498
24600,81508
37358,82947
37536,81053
39776,80647
34796,80124
20080,81072
33006,81814
38212,81696
33239,80450
27386,82676
27044,81720
26462,81507
26685,82334
26512,83060
21409,83612
30838,83080
38328,80270
31862,80332
20190,81239
39059,82167
21180,82270
37332,80765
34622,80688
36485,83255
35008,82900
36578,83948
26200,83440
27234,80320
36594,83772
23908,80261
38700,82226
21354,80860
31361,82543
35409,82792
22702,81686
37096,83556
26911,81534
39477,80165
21920,81212
31692,82046
22778,81799
24168,82546
33168,80331
20248,80650
22674,81808
30216,80975
22768,81188
23168,80497
25868,80256
20384,80164
22257,80284
21616,80908
24403,81007
39678,80868
38340,80992
32768,82440
25056,81282
38014,83864
30737,80276
31971,83596
37314,82550
34717,80052
25543,82392
39836,80634
35942,82986
37440,80903
28624,82096
23892,83171
33725,80300
31704,80168
37512,82242
35456,82080
31936,83324
34170,83582
29716,82996
37340,81707
22960,80909
26671,81216
35223,82365
38676,81228
26121,82546
39860,83969
26996,82878
28983,83424
35440,83769
30389,83976
27400,80472
20102,83312
22992,83247
26071,80094
39492,80608
36254,82602
28795,81018
25488,82594
30941,82696
25187,83214
22965,81270
37730,81249
32430,82030
25908,83298
31240,83783
33838,80164
29907,83844
30776,81785
31928,80467
25518,82192
38970,82586
27452,81072
23288,83131
25623,81624
25456,81936
27180,81584
38138,83866
38560,82456
33135,80366
22906,81152
27790,83432
33726,80550
23120,82896
25877,83058
38434,82000
26462,82347
24148,81841
27768,81370
31040,81340
36864,80120
24351,81334
39296,81913
39848,83710
35152,81114
24968,81272
36579,80094
34528,83178
34259,81553
28887,81200
38312,82415
25500,80928
39834,81024
31942,80448
30171,80167
27462,83648
34452,83322
22696,83221
23028,81468
36330,81032
33296,80320
25866,82896
21154,80308
22408,81084
21116,80086
31504,83677
30730,80152
36056,83203
23320,80545
37022,81248
30452,82919
32596,80480
32704,83959
34898,80812
37710,80957
31604,80206
33815,80550
37964,81860
21140,80069
21728,80287
38338,83681
36624,82368
37448,83627
28840,81949
22636,80608
27252,82094
22969,82536
34432,82418
31828,81224
21248,81818
23262,82759
28156,82838
37144,82615
39312,80268
31367,81573
31454,83059
31248,81042
30863,83332
29670,81904
38496,83705
37032,82253
32317,81130
36352,81692
30782,83787
23422,82444
36598,82816
33604,83708
39584,80062
22696,83555
39442,83546
24014,81452
22656,82200
25288,82502
35720,83506
34176,80182
32280,80564
29118,80864
39380,83045
36174,80589
33798,80308
22847,81150
34661,82904
36812,80456
30588,81264
28632,83632
39212,81248
25640,80816
20918,83561
28144,83151
30792,83888
33514,80289
28294,83136
36390,83018
30087,80616
21904,82863
30697,80094
39928,80258
24643,81788
36942,82576
37794,81268
38320,83872
30212,83348
37202,81968
38696,83656
31124,83034
32327,82908
26836,80432
26380,81818
26670,83176
20350,82804
23105,80672
30634,83392
38706,80530
28588,81444
39056,80785
29105,80379
32768,80792
31100,83481
24874,80291
38423,80064
26936,80685
27345,81272
31718,83690
23160,81708
27230,81048
32633,81114
35768,83794
33706,80822
23880,83720
24370,81191
35367,81228
24230,83220
29996,81318
21852,82667
27332,82496
38966,83361
37352,80616
26819,81734
37362,80724
38700,82216
39191,81350
32292,80488
35096,82008
36810,80298
23185,83950
33784,82542
35400,80408
36484,82432
34912,80040
39850,81487
34278,83664
38584,81927
31008,81810
21707,83799
26216,80890
26516,81044
23704,81338
34176,83503
33824,82311
23336,81808
32549,80188
38338,82112
33526,81811
36738,83696
36078,83075
35110,81706
38920,83542
29198,81260
29571,80916
39452,82238
34471,83497
25724,81658
34340,82590
29332,80594
39846,82324
24201,80260
33461,80027
23923,83306
32472,82602
36814,82584
21352,82666
31941,80393
30676,81420
25152,83437
35197,81584
37325,82261
38572,80850
35862,81387
29296,80935
26628,83540
26296,82564
29133,82300
34710,83738
29474,82078
20992,83745
35072,83052
35386,80052
27368,81251
25552,80733
36630,83909
20490,83100
25271,83980
24118,83636
22912,81726
29927,81366
34300,83363
38309,82580
29105,80480
39006,82432
20293,83500
22195,81710
38298,83778
21861,81506
39006,82208
34353,83324
39712,81481
36620,81667
32986,81316
23712,83228
32066,83079
39665,83822
25532,80100
20122,82657
27480,82224
39018,81896
20126,83090
38487,80255
25038,81612
21160,82629
22198,82071
23250,80948
23784,82632
29539,81328
25472,82714
38792,83307
34767,83706
25458,82332
34968,81400
28851,80612
22482,83172
37510,82714
37242,80360
20712,81664
20603,81856
24632,81706
28768,81007
33488,81336
24332,80955
35652,80323
26450,82733
25524,82727
33894,83116
35224,82085
35843,83829
38824,83552
38480,83968
35296,80842
28072,83248
36907,81681
37044,80905
33922,83456
20512,81378
29226,83444
22676,81624
31776,80064
37140,81888
29114,82544
22560,81616
27584,82544
22693,83024
27013,80064
23636,81744
26112,80156
33490,81018
35532,82706
20896,82661
25570,82766
34450,83908
38080,82736
33144,81552
38930,82784
26640,82768
33706,80413
25055,83902
30609,82962
28634,81160
20129,81184
38762,81430
39742,81482
23438,83583
34509,80579
38718,80148
20338,80486
32697,81872
20374,80463
21620,82880
28771,81544
33645,83941
39492,82781
33250,82459
30360,82488
38268,81056
37472,80272
26552,80502
30796,80707
25161,80420
20981,81107
27760,80744
22992,81034
33375,80376
24737,81947
34524,80691
23352,83373
39293,81503
25922,82328
37935,80208
29750,83326
38612,83953
33877,83452
23986,81426
24268,80424
38104,83738
36985,81056
35285,80187
23024,82741
39252,83777
35312,83499
35540,82008
30858,83583
34592,82092
38070,82759
38544,82613
22667,83843
30978,82622
33433,83576
25915,82153
25980,83856
33208,80525
37895,80284
34128,80896
31848,80028
28993,83578
29486,82134
25004,83250
29376,83831
26654,83760
35956,83382
39580,82918
26180,80080
36356,81176
24708,80282
29870,80378
32942,82929
29079,80174
37906,82136
36496,83840
30612,82410
25880,82807
33544,82688
31830,82032
27232,82616
31080,82048
38688,80256
39643,80576
35128,83990
38605,81996
23927,83806
29137,81652
29976,81846
28351,82752
20416,81512
23378,83866
30368,83450
23062,83806
38226,83804
32345,83420
34363,83984
23328,83976
33938,82212
28256,80074
27178,82813
28124,82065
29052,80667
21422,81769
31744,81370
26448,82912
31661,80931
26238,81892
38912,82624
35536,82323
29234,80190
27677,83712
35492,83816
23192,80244
25932,83198
38318,83140
31264,83036
25020,80438
37632,80095
39404,80750
30624,81906
26841,82712
21624,83456
28425,81570
39066,80773
33398,83237
23110,80992
34806,82160
33494,80078
31080,83194
30518,83256
32464,80790
25194,82992
28891,81245
37608,81696
35864,83322
38149,83922
38840,81930
36514,80188
29248,83034
30028,82431
25088,83816
34611,82328
31320,83356
20067,83276
20520,80224
37473,82852
23999,81823
29257,80273
29456,83077
33636,81608
26860,83324
38486,80427
39690,81768
36752,82274
22216,80858
34144,81088
34912,81562
32768,82260
22124,82143
31092,82144
21300,80481
38169,82433
32585,81606
28856,80228
30242,83504
24997,83968
28997,81790
33000,83768
26556,82902
29972,83331
34590,83852
31648,83436
31189,83121
32976,80748
26698,80344
26871,80192
34137,80360
28323,82284
33305,82755
24266,83737
20056,81200
20320,83817
34432,82554
39712,81948
25956,80998
29913,81934
37231,82919
39096,83232
20328,81760
22693,83704
28583,83642
24064,81251
38649,82080
29618,82423
23193,82808
21327,83662
30416,80626
25534,80381
35216,80159
22694,80859
20900,82464
36961,80912
31772,81248
30368,81510
24780,81092
33412,83171
23175,80506
20275,81544
27334,81478
35582,81887
31127,83238
24120,83678
33152,80224
33451,80708
38669,83644
38315,83032
22670,83048
34212,81952
37456,80025
21660,81078
28713,80745
39514,83552
31349,83232
32354,80168
31221,82868
25990,80284
35847,80400
39456,81215
38702,80540
35290,83258
36832,82884
35684,80150
35014,82764
30496,80128
22576,83308
20106,83912
38413,83088
36121,81240
35748,82627
23525,81862
21326,83882
33380,82112
26534,82898
38400,80409
23798,81136
39933,82011
21700,80879
24540,81696
24055,82008
28435,81004
25474,82844
34781,81498
25388,80212
34378,83135
35256,82708
38455,80780
26639,80623
39416,81200
39484,83333
30859,82584
32980,80023
26256,82496
28512,81743
21513,80543
34254,83350
35000,83516
30281,80662
22336,80896
27260,81984
34055,82404
25983,81385
22454,83859
33118,80108
21224,80584
26309,80220
25987,83483
31186,81276
38675,83902
23230,80487
37260,82761
24812,81604
36124,81716
23297,80072
36036,83140
31837,80032
26732,83936
33690,80128
37689,80629
27648,80760
23840,81832
25478,80143
26712,82154
35199,81482
35307,83393
38325,80268
29236,80988
33216,81340
35470,83079
23360,81477
33901,81071
27546,82484
25960,83860
33416,81344
37304,81916
25968,80672
37607,80924
33860,83900
32824,82746
35811,80466
26996,81649
35795,82592
34736,81576
33532,83226
35948,80302
34722,82564
27992,81336
22840,82374
21070,81074
29354,82129
25536,83460
37248,80132
29720,81168
38519,83777
25890,80197
33332,82996
35273,80352
37766,80128
28772,83145
35093,80238
29516,80282
21472,81416
34972,83897
37130,80493
36284,82240
29192,80472
34006,83588
33936,80846
36383,80326
24878,82688
30120,82672
22208,82417
24064,82683
21893,81783
26323,82347
39840,80334
36792,82629
22718,83134
37370,82536
20808,81676
36288,83216
21612,81050
29372,80076
27811,83096
34882,83414
27691,82464
32880,81873
23084,82663
35060,81338
27880,82330
32015,81312
37156,82534
36608,81316
25599,80824
29508,82594
23197,80467
21228,82174
27088,83968
28755,82220
25849,82610
21062,83980
29304,81020
28004,81716
39309,83678
31876,80152
37818,80353
23312,81948
31224,81572
21312,81978
24728,83236
37264,80080
27788,83988
25622,80768
21744,81912
29440,80891
38815,82716
31232,80850
29216,83806
36168,83696
23160,80915
29754,82957
28198,80566
20480,80513
26224,80392
20850,81776
21644,80576
28890,82148
39717,82800
37280,82677
39311,81152
33111,80064
28840,81011
20304,81864
26688,80564
35332,80128
32571,80960
30320,81019
34572,83012
38078,81028
36392,82470
26917,82789
20584,80448
38066,81570
21486,81324
21288,81718
38466,82624
31360,83392
38212,81755
39054,83784
21408,82864
21154,81868
36820,80780
20312,82756
22304,82216
33966,83794
38633,82400
36000,80780
26721,82657
21248,82526
34158,80257
22698,80109
39919,81064
28232,83686
24196,80856
20312,80904
35608,82664
20142,80204
24152,80026
30878,80336
32958,83908
22284,82127
34491,81686
38294,80560
20096,83083
27241,82620
37011,80171
30742,82418
23615,81828
23208,80277
34828,83824
30460,81372
39516,83787
38202,80522
36676,80208
37079,82447
29121,82685
31939,80732
39832,83704
37761,82176
31572,83180
22992,82840
27742,80616
25238,81948
21580,82580
31035,82128
26112,82812
39608,82192
30816,81451
32384,83148
27464,80541
38660,82112
26352,81624
34016,82850
28812,82480
26814,81520
20464,81879
21144,82108
23996,81336
28048,83850
39860,80448
23480,80736
30176,83146
21400,82200
32132,82476
26800,80066
20638,81592
38262,83878
34836,82148
20710,83268
26169,81520
37744,80540
37362,80541
21172,83085
36488,81909
20092,82344
20964,80320
22870,82180
37492,83682
30636,80455
37059,82072
37302,80776
31678,81796
20385,82660
22517,80999
31052,82040
21441,82152
27902,83904
33793,80331
26167,82948
31487,83097
24304,81536
25194,82140
37957,82806
27355,81160
23155,82904
38039,83216
26096,81758
30248,80190
35845,81038
20959,80517
35188,81148
25016,83496
34936,81202
37571,81428
38011,80616
32339,80251
20566,82427
37172,80374
20814,82188
38852,81663
32240,81328
38720,82356
31692,81093
22119,81594
20604,80693
24364,82542
31874,80184
27450,82928
25572,81696
33424,80348
28936,82940
33468,81910
30521,80374
37740,81636
24181,81424
25572,81656
22176,81164
27642,80404
38528,81364
35208,83081
25539,80341
28827,83984
21144,82006
25526,81168
20902,83552
36554,82849
39778,81908
32096,81512
35416,82744
21304,81296
20820,81088
36396,81624
31248,81920
26944,83660
25410,83912
21818,81488
24260,80378
27351,80671
36532,83672
35840,80171
32594,82286
37488,81694
31995,83984
30574,81154
35685,81712
29748,83804
27599,80820
26320,82720
24512,80880
31952,82392
36132,83652
38345,82956
34128,83014
36691,81544
31705,80686
29023,83974
31867,80108
23608,81176
39722,80448
20776,83528
25638,82242
21030,82816
24442,81139
29751,82740
39614,83556
21116,81538
35294,83664
28140,83078
29056,80540
34264,81504
25397,80260
30208,80335
28152,82244
30033,80996
31904,80119
25368,80734
35168,81202
24384,81920
34594,83888
23076,80876
35293,80228
36586,81379
35196,80224
22880,80959
37615,83668
24720,83235
21678,81398
23389,80789
27148,80478
23912,83727
26863,83334
24299,82177
29096,83412
20876,82552
37956,81080
35936,81682
35498,80607
32239,81988
29351,81065
29851,81090
24543,83776
27989,82075
24506,82873
33086,82929
27072,83716
39527,82604
23588,81659
37192,80073
36408,80588
25528,82006
21508,83816
29962,83602
33057,81986
22536,80560
32713,83186
37783,80319
36491,83414
30698,81172
36050,81661
22050,82945
33164,83210
21832,81012
20317,82844
36000,80794
26504,81889
35796,80432
21494,80320
33228,83292
25995,83968
27864,81700
26382,82310
37112,82327
34557,80874
28424,80615
24512,81390
20156,81742
25872,80510
29760,81832
33172,81152
28426,83434
39801,80648
35566,82616
34125,82592
34017,82866
38202,80696
38618,80143
29799,80868
38848,80508
37482,80802
22297,81658
26480,83216
28644,80780
20020,80768
37820,81415
25701,81314
30720,80402
37130,82606
39843,81920
30260,80464
32238,82713
39016,82528
37892,81498
37006,81244
38896,81392
27224,81304
22784,81968
24832,83763
34308,81062
22827,80804
27182,81922
39700,83045
30434,80246
24066,82347
35667,80630
22144,82071
32528,81744
31702,80946
28650,83760
24768,82050
21432,80280
23744,81704
36696,82736
29376,82112
22096,82192
21237,83996
25432,82078
37711,81196
39690,82051
23518,81791
20560,83765
24094,83228
30920,81624
35769,82744
32738,81000
21250,81162
21144,80488
35890,82041
35650,82568
37878,80272
39156,83244
27156,82258
22718,82218
35358,82197
24714,82800
28430,80332
26008,80768
24822,80918
32824,81288
21385,81411
32844,82344
39920,82004
36638,82479
32818,81189
21328,83163
20840,83442
33472,83008
20292,81644
35247,83312
36738,81046
32142,82140
21762,81434
26004,83961
26848,83427
31010,81940
24472,82783
33695,83856
22541,82555
36933,82208
23117,80617
35078,83432
32218,82178
22672,80904
32096,83826
32448,80733
28383,82764
34632,81550
29265,81844
38708,82737
36570,80902
36656,80172
36080,83919
28884,80358
28428,80866
32342,81732
28144,80853
27584,80234
31794,82224
31264,80044
38240,80414
35565,80128
34992,82907
35197,80709
32146,81149
36154,81744
38938,81892
20572,83735
22624,82864
38632,82266
33221,80720
27369,82058
29620,83808
29726,80841
38932,80441
38462,83680
34852,80088
31087,83666
24336,82382
28635,83073
24428,81248
38318,80477
32465,83088
26611,83044
33029,80152
29028,82028
24630,83407
27120,81338
32480,82792
32663,81956
27251,81351
22008,83181
30961,83512
24497,81222
20837,82104
24873,83084
30670,80200
32630,83610
30043,83730
33286,82276
34416,80620
20320,83148
35570,82256
23180,80480
34818,80304
29920,81040
30586,81630
24848,83134
36414,83376
38816,82015
25262,83108
38483,82130
31578,81872
22528,83325
28558,83258
28422,81836
38143,81958
22996,82725
22704,83604
20823,81348
35004,81454
28188,80213
29059,82260
24296,80000
23360,83298
20844,80822
37201,81843
24756,82680
22506,81444
22683,80816
34293,80247
32556,83019
20511,81920
26934,83491
35984,81644
20255,82891
37192,83320
37397,83216
21328,82562
20360,80996
24763,81240
37778,83508
29936,80210
27784,82440
21806,80998
38104,82592
31040,80204
30096,81228
36632,82472
36552,82364
28880,82893
27359,82521
23176,80458
20288,83708
25124,81083
35192,82472
39159,83280
37632,80216
38696,83192
31952,83316
26112,81658
24148,80074
33392,83769
38470,83657
22912,80640
38124,81351
33366,83360
34952,82168
25084,81818
30840,82085
39868,80762
38087,82034
34258,81252
25321,82411
22426,81681
39346,83282
25990,82272
24613,81001
38488,81546
26042,83726
24596,81687
22804,81465
38080,80265
32750,83391
35432,81244
22596,83364
25408,82582
24123,81747
37780,82864
29780,83661
22760,80260
22781,80048
28780,83466
35250,80069
23828,80515
23209,83030
30752,81704
24232,80346
31138,81979
20672,81732
32864,82856
20952,81763
29056,82140
29722,80692
26318,80304
21936,80275
28584,80612
28610,81240
21990,80092
28888,83166
28956,83628
32460,80212
36009,81084
34093,81100
26600,81293
20596,82189
28776,80314
26940,82270
36996,81736
30092,83369
32424,83506
21184,80540
28968,80650
28542,80621
28842,81476
28136,81263
36432,80704
23133,81517
36774,80358
38996,82146
36526,80426
36552,80287
33696,82424
22202,83061
32352,81312
37816,82068
21488,80572
20376,80512
23287,81952
27275,81464
33360,82550
34938,80261
21286,80330
37375,83617
34464,82874
31444,80652
39740,80927
20456,82440
24614,80256
36378,80194
26568,81415
36747,81629
23898,82365
30384,81098
25621,83914
37141,81156
21872,81056
26497,80110
37504,81891
20656,83241
26650,83817
33052,83399
26543,80442
36203,83544
31477,80324
28240,81302
32272,81240
27742,80664
28456,82717
34693,82420
36218,83388
37648,83457
27764,81916
29416,81169
29328,80576
31341,81184
37855,83787
26303,80660
33344,81040
39530,82973
28626,81239
25164,81388
29744,80668
31847,80543
21632,83948
24092,80352
35480,82196
29264,80366
22416,80744
24745,80832
20942,81987
30919,81194
37338,80697
27936,82170
24482,81208
21428,80334
22076,82989
24419,82939
38605,83878
36683,82860
27912,80380
24688,82945
25328,80800
35644,81328
37460,83854
24864,82056
30348,82264
22916,80886
23672,80654
34048,82069
38544,81780
34292,81730
39274,82486
21910,82685
27152,80946
28304,80369
33032,81770
30328,83072
35483,82705
35056,83968
27976,80628
33260,81946
20038,83088
28704,80796
30719,81372
21002,83191
36920,82648
32736,83801
35336,83896
25100,80312
22452,81896
38400,80560
37086,82656
22760,81440
27624,80186
36590,81421
32785,80580
28016,81208
28676,81810
32349,80624
34985,83254
36312,82786
36172,83220
38514,83763
33450,81332
20642,80624
22630,81122
20294,81416
29376,81898
25684,80464
23788,83032
24980,82002
26528,80636
21366,81864
25105,81448
29568,81834
38468,83164
26268,82037
33880,81201
30481,80376
36061,80502
27960,83280
35804,81664
22220,80356
26526,80104
27842,81485
39304,82492
38080,81956
35067,81683
32743,80732
36032,81273
34646,81048
30570,80197
29632,82090
27073,83621
39896,81464
34228,82315
23888,80568
20395,82528
22995,80170
27908,83816
36128,81892
34188,83482
23911,81587
37825,82616
26052,82566
36272,81004
32889,81584
25377,82140
36502,83748
35377,80844
28789,82249
31796,83152
28736,81926
25664,80288
33328,82715
33408,81638
24442,81400
24769,81582
22216,82104
20345,80803
30668,82696
28089,82069
34476,82152
36686,83253
20988,83776
28133,83925
34774,82503
26370,82328
35023,81728
24691,81666
23100,80743
32284,82505
28778,80269
28712,83908
30680,82422
33010,82468
27008,83200
26708,82410
39672,82704
20260,80602
22404,80086
35144,83138
20728,83730
32504,81730
20642,82532
35202,80673
32061,82586
30754,83622
37392,82396
30957,80224
37564,82764
23744,80004
36049,81646
20187,82214
31097,83520
36877,81513
38857,81903
37021,83484
21332,83824
23188,80320
30079,83846
30667,83768
26688,81088
20085,83040
36128,83792
20480,81648
26975,83498
29197,81400
24177,81356
28556,82023
30777,82168
29189,80168
29838,82893
23597,83308
23978,83520
31270,83296
21931,83014
21952,80601
25662,82434
24095,83329
34176,83524
27382,82832
24628,80124
24700,82497
22523,82685
33212,81662
28718,81368
28708,83164
21404,81346
39128,82571
35940,82356
29042,81398
29464,83056
24046,80704
22794,82616
29909,83121
32928,81000
20158,83376
32308,83729
38850,80780
33168,82412
35844,81027
28103,83806
27776,80679
30913,81314
32494,82084
26108,80719
39828,83699
26848,80161
27570,80135
33052,80043
31886,81068
26020,80190
27680,80056
37688,81684
32208,83958
37704,81664
36016,82986
21257,80408
29238,83566
33568,80290
38896,83952
39068,81267
21118,80408
26240,80848
39732,82784
39326,81823
23788,81856
33580,83831
29288,81604
39826,81640
28636,80894
31284,82368
26798,81934
24061,82446
34666,83342
33562,82334
25275,82208
23566,81165
30012,81394
37350,83336
31488,80647
29100,82268
32720,82064
38183,82400
21882,81175
33848,83734
26133,81230
24410,82608
34130,80545
28008,81974
37184,82472
33687,82166
32324,83850
39702,81664
32542,80904
21286,81890
24520,82258
20285,83070
35760,81157
27512,81859
26323,80159
26897,82065
37169,83122
25904,82940
39039,82936
31196,83510
38846,80068
35660,82160
20392,80798
37244,81974
21760,80732
34010,82378
29850,83703
32846,80008
33997,81136
27582,80624
30256,82020
25560,81436
30824,80320
25984,82715
30857,80315
30436,83432
24714,81832
36076,82189
32870,83802
37328,81435
26472,80337
22286,80638
39330,83154
21409,83721
25209,82582
21224,82386
25758,83728
30385,81036
29844,81439
34112,81170
36183,83733
31978,83870
20822,81114
32580,82048
24175,83584
28328,81734
39264,82874
37522,83588
36050,82272
32727,81768
37104,80064
22736,80774
27456,80142
24312,82823
27166,82909
33752,82497
25440,81006
22816,82608
32539,83664
22119,81616
33356,80012
35684,82092
34120,83321
37865,81240
25216,83941
32345,82160
30750,82044
20088,82643
20096,81610
28348,81048
36248,82199
23503,81176
24348,83222
25718,80800
36832,82148
29541,80960
30796,81230
20226,83670
22570,82216
27696,83330
39394,81906
21824,80590
24010,80616
20138,83896
33520,80284
21964,81267
35904,83538
36156,83473
37824,81436
33980,80880
24790,81016
34146,80928
38604,80597
36494,82248
34650,80816
31844,82456
27452,82184
27679,83384
38006,80069
30182,81919
33102,83833
23680,82446
28101,82912
34360,80962
35969,82749
25168,83552
23230,80950
24508,81913
20588,82952
35092,81322
35156,83216
39036,81494
25781,81132
30976,81137
35182,82756
33168,81653
36310,82848
26205,82860
31616,83625
23472,82020
28900,81461
28414,80164
34509,83073
34386,83020
28316,83620
33266,81410
33100,83162
24944,83908
22375,82672
30976,81120
30976,82893
33681,81142
35081,82806
27289,80096
22960,80289
20288,83694
25358,82926
31616,81184
22147,82858
36248,83102
26704,82987
33266,81929
26638,80511
37774,83658
35632,81472
39512,82720
35884,83484
26080,80864
26484,83496
26193,83036
30608,83148
23269,80672
38735,82728
24192,83148
33271,80862
28048,81448
30660,80648
25877,80290
30508,82432
38077,83296
32624,81272
35881,83164
29976,80568
22337,80640
26687,82304
29297,82328
32952,81806
38236,81484
25191,82912
37112,80410
34019,81428
26800,83840
32732,82920
32073,82976
37351,80512
39744,81224
30120,82874
39319,80952
33777,83009
22817,80928
36736,80536
37409,81445
23984,82992
31178,81644
31444,80912
22369,80568
36902,82275
28518,82089
38462,80508
35730,81856
34812,80716
22810,82494
31502,81824
38160,81303
34644,80844
23525,81008
21336,80579
21284,80734
38406,83886
25884,82801
26432,83706
36260,83121
28160,83414
32146,83858
23888,83307
23656,81705
29616,81878
32144,80770
38944,81250
31560,80954
28127,80487
25888,81424
24270,83522
21332,83308
34152,80398
36405,80696
22348,83448
27922,80940
37864,80566
34093,82386
32734,81739
31872,83572
31219,80500
34144,80412
28106,83278
28838,81644
37436,81944
30324,82197
23568,80493
27476,83581
30685,81896
24596,80080
21147,80829
20985,81328
29306,82583
28061,82588
28368,82767
21507,82371
20992,82782
23096,80693
26422,81776
37768,82044
31926,81254
21801,80001
29304,82215
37920,80346
37846,82474
23061,82693
26098,80046
33402,80631
30920,81401
33152,81341
20576,83690
24524,82970
30016,82393
35904,82689
30937,80336
36762,82866
39276,83491
27216,81576
37208,80628
33076,80480
29870,82288
33888,82112
33369,81080
33229,82440
36072,82664
27848,82446
29737,83168
31480,83352
23533,83833
34236,81814
21172,83440
38875,80399
36816,82014
20508,80973
34956,82753
24651,80288
29362,82507
23991,82923
31212,82136
31653,81588
33165,83219
29752,80224
35474,83462
35598,83904
27860,83924
35972,81625
33159,82634
28012,82850
27300,83401
22145,82136
33908,80427
21159,83686
25152,83080
32420,81887
32997,83502
30930,81494
36314,80866
29394,81979
39459,83308
39727,81904
35256,82336
39357,82648
32387,81383
35620,82765
34370,80804
38698,83150
29774,81430
36240,81480
26014,83428
20672,82419
39408,80960
23180,80558
35764,82578
20994,80128
28432,82618
23312,80427
26982,80495
31781,81311
22139,81105
37393,82939
36064,83792
28680,80140
21135,80523
21356,81544
35572,81238
29054,82188
38852,81906
38080,80032
37628,80918
34204,82268
24922,82386
32616,80147
23935,82772
22080,81504
32019,82496
34830,81005
37316,82864
25297,82092
20034,81007
34256,80440
27760,81442
23234,80674
24780,83065
24921,82448
20820,81884
38970,83016
20612,83170
30704,83744
27065,81440
37428,80526
37134,81759
27974,83676
23062,82144
37989,81391
29056,81677
27395,82512
21648,81950
39632,81983
22648,80496
30591,80408
25055,83183
31192,81110
29338,80052
20843,83914
26944,80891
29479,81546
24834,83281
22283,80744
36833,80838
34344,83774
28054,82398
28516,81928
38610,81243
39748,82978
37688,83186
35168,80398
36010,83014
34018,83334
25909,81537
33864,82556
27536,83144
37522,82817
26129,80360
25820,82246
37105,82112
22660,83400
30956,83532
22943,81988
31984,80256
25060,82024
26940,82549
30708,80851
35676,83106
26439,81770
39938,83434
33343,80046
27851,81087
26368,83260
29660,83877
20652,82886
38624,83032
30616,82962
28158,80767
30776,83914
37344,82804
35840,80854
37207,80571
37978,83106
34118,83787
37223,80416
29472,80926
23614,82677
36944,83096
29608,83904
38984,80624
24045,83406
30784,83086
27712,83356
39520,82913
34080,81799
20378,83336
28858,83134
21042,82468
35626,82164
38564,81169
24468,83608
25808,81906
37942,80344
39491,81020
28964,82911
36132,82816
34637,81486
35639,82992
24641,82970
34872,80681
39820,83972
32595,80447
24032,82346
23612,83260
34944,80732
37906,83608
37662,81746
23040,81744
31872,82760
39908,81756
35776,80062
21977,83804
39592,80435
22230,80904
26464,80236
28214,82532
31265,81792
26296,81833
24954,82204
38493,82356
25334,80248
22896,80802
37012,83564
22879,81112
27960,83032
39468,81776
21439,83112
24446,83328
23988,82194
22176,80224
28602,82854
21734,82529
28893,82802
25042,81301
21569,82546
31488,80627
28979,82184
32651,80392
32226,80296
27788,80312
23705,81352
30186,81792
27755,83241
21432,81034
34910,80322
34213,81122
36822,81036
37745,83406
28826,80336
28721,82658
24508,81550
33776,83576
32991,80730
34640,82732
20952,83146
36100,83775
31782,80300
27969,82738
30174,80374
30944,83010
27924,82312
38960,81852
30105,81493
23447,81448
25672,83843
21344,80127
22724,80541
23712,80325
22294,83804
30638,83272
33508,83012
23154,83403
27801,82832
22464,80784
21885,82998
20688,82726
29552,81144
34904,80535
34956,83498
34784,82504
37008,82218
