medId               ,labId               
25492,60606
20630,60109
23971,60782
32422,60818
38227,60352
21099,60040
23687,60558
29600,60068
27820,60206
27232,60758
29616,60192
34926,60484
25533,60758
33164,60207
25831,60404
36922,60877
33168,60968
27496,60490
36554,60640
35926,60502
30162,60722
28490,60048
32736,60036
24016,60469
31920,60323
35202,60079
25070,60720
33858,60168
28074,60402
27443,60297
27718,60480
34092,60518
29447,60236
31152,60032
34326,60007
22294,60330
31208,60576
23987,60534
30848,60128
37088,60316
37074,60308
24040,60416
29687,60014
30988,60611
33070,60688
33848,60025
21542,60368
32830,60382
36829,60304
23564,60478
32768,60876
34640,60625
32346,60768
23776,60992
39013,60344
27821,60672
37760,60148
28539,60807
24377,60302
36100,60332
20848,60868
25806,60602
27486,60628
34048,60071
39475,60654
37672,60040
35984,60688
34082,60207
35727,60818
38665,60207
31385,60042
22828,60856
35224,60312
38718,60296
28522,60132
32234,60967
23464,60660
21124,60276
21972,60550
27897,60691
24324,60216
33043,60896
28577,60781
21682,60844
37928,60624
30248,60248
23711,60536
31748,60184
37132,60852
35759,60054
21456,60363
26838,60666
33534,60190
22880,60422
32906,60082
31115,60898
39386,60838
36340,60208
24616,60436
38660,60877
33351,60173
34953,60576
29456,60323
24940,60338
33240,60798
35500,60178
32376,60605
22130,60112
27448,60640
31916,60440
22468,60896
22038,60542
32563,60816
33844,60928
34044,60288
37092,60572
25906,60850
32948,60220
36448,60302
22698,60228
32568,60225
26466,60316
31312,60951
22749,60949
26391,60300
26960,60960
37950,60358
23760,60030
36126,60884
27073,60927
32294,60966
23096,60128
22802,60608
30331,60706
27016,60802
22143,60164
33114,60644
24877,60376
31321,60737
34180,60672
39423,60978
32509,60942
25182,60912
20184,60810
34270,60698
37962,60010
24158,60647
32769,60416
21088,60580
25438,60288
22282,60000
23266,60010
38241,60972
36827,60477
22395,60796
27424,60610
22556,60362
35598,60482
25794,60549
23472,60991
35418,60818
37347,60157
25309,60109
20815,60199
31182,60944
30710,60475
38373,60412
34408,60201
36512,60030
38269,60224
34356,60420
29726,60904
20016,60510
21864,60182
32500,60864
32771,60496
36760,60834
29788,60404
35280,60946
34026,60332
33442,60606
20664,60257
37913,60820
33384,60516
35039,60632
37824,60584
32272,60256
23984,60056
27564,60154
36704,60336
33856,60719
28320,60980
25786,60952
24486,60888
27937,60530
36576,60148
28524,60248
38864,60089
29943,60849
25712,60210
32248,60399
28182,60441
36380,60299
39126,60877
24274,60246
24128,60695
26114,60942
32494,60529
35741,60496
22451,60704
37903,60216
33424,60986
30320,60988
30232,60838
23726,60244
22784,60288
36612,60892
26720,60730
38456,60490
33440,60519
33507,60572
22462,60480
32196,60125
21158,60416
37872,60356
26648,60958
29894,60995
33519,60583
33928,60255
38256,60691
23236,60612
39596,60004
20784,60887
29440,60176
23214,60910
20108,60631
21457,60488
22485,60943
28332,60860
28548,60145
34472,60761
30891,60954
25788,60952
27295,60632
22562,60700
28063,60520
26731,60535
22176,60140
27136,60977
24327,60588
33324,60280
31538,60618
23523,60614
22281,60876
30107,60160
31737,60368
32328,60798
39056,60312
29532,60422
27668,60540
35152,60032
27564,60369
28772,60652
39942,60252
27840,60662
34368,60961
39238,60808
25804,60844
26230,60054
32808,60808
35117,60016
22820,60805
34560,60844
30051,60140
30988,60958
38157,60636
35392,60282
35012,60180
22060,60565
29572,60130
26220,60668
26504,60942
22757,60004
35536,60185
24395,60354
26958,60716
27232,60204
34962,60868
37080,60266
22008,60747
37678,60769
37472,60390
26350,60753
26736,60950
31016,60704
25606,60314
25860,60573
27556,60419
31986,60704
27214,60367
38660,60715
34920,60689
37670,60046
37388,60909
32250,60417
34672,60948
35400,60718
26998,60880
29538,60173
20740,60908
21026,60268
31510,60428
27112,60892
24262,60467
33199,60196
20776,60174
26364,60135
27752,60640
28624,60184
35750,60660
20321,60540
24144,60480
36283,60712
20824,60794
37824,60688
27994,60378
33992,60512
26136,60696
37732,60115
27988,60496
37784,60558
28905,60806
25344,60822
35996,60315
39830,60437
20217,60123
20918,60658
20282,60022
34464,60097
24798,60406
21904,60924
25850,60052
28564,60112
26816,60031
36888,60489
37989,60553
33851,60072
27440,60605
35802,60772
29420,60358
36533,60320
35378,60688
28406,60222
39976,60258
23525,60156
36045,60528
39530,60995
30896,60695
34903,60678
31822,60064
33882,60740
33464,60587
35406,60184
39162,60733
37765,60136
29651,60935
32708,60905
29472,60632
39596,60232
37520,60796
24141,60354
31296,60055
21632,60356
23717,60130
34600,60810
23628,60088
37638,60715
34288,60681
30684,60150
31292,60354
32740,60964
38021,60935
37824,60917
34870,60355
35008,60970
26415,60253
37878,60816
20007,60076
21618,60748
27072,60722
33960,60352
24272,60380
21832,60514
36272,60492
38016,60292
35950,60201
38756,60520
37636,60272
23164,60372
38694,60498
37872,60728
26228,60759
21024,60620
33194,60984
28622,60288
21456,60366
34360,60585
26180,60256
20284,60572
21992,60020
39824,60036
30251,60038
31668,60163
32873,60246
34687,60240
34056,60748
25120,60968
21297,60488
30184,60209
38788,60600
24024,60928
20860,60512
22202,60456
38533,60212
28330,60612
36353,60200
32608,60556
27389,60507
25533,60968
30464,60935
27503,60750
23277,60278
26235,60312
27394,60240
33827,60176
27203,60042
31411,60312
23348,60604
22448,60319
26752,60116
26196,60527
32704,60273
24483,60612
37560,60319
23767,60105
33750,60971
39762,60776
27033,60421
33140,60833
32833,60952
33059,60556
22580,60656
39574,60680
22214,60744
23561,60020
25661,60723
28968,60936
36432,60176
24474,60484
37036,60912
36020,60180
29972,60624
25634,60134
29752,60555
37875,60997
30668,60762
30613,60874
28398,60332
23707,60726
32736,60632
30468,60528
34290,60534
32112,60724
25816,60640
25674,60039
28544,60067
23212,60690
24560,60005
27152,60860
33131,60188
23628,60356
26161,60792
38411,60080
27430,60392
29636,60020
28084,60190
31960,60416
21033,60904
29496,60368
23606,60112
21676,60217
21221,60292
31576,60062
27268,60188
30724,60148
27371,60122
21679,60070
33622,60820
25296,60004
39626,60213
21442,60304
37457,60907
29661,60218
29302,60522
39282,60368
36690,60189
33432,60898
36474,60968
28395,60400
38829,60504
37235,60502
38383,60302
29804,60264
35585,60544
20651,60070
38400,60340
37040,60900
29778,60977
29024,60147
23378,60138
34126,60256
32476,60656
38330,60856
28021,60880
33148,60306
22840,60677
36896,60001
38153,60422
33041,60456
26128,60870
37362,60034
36421,60832
23954,60626
28084,60676
30215,60884
39174,60880
36839,60412
38456,60569
28832,60124
23298,60684
22584,60607
28593,60251
22876,60002
22744,60718
38236,60800
22780,60472
31844,60190
24221,60436
26146,60524
30368,60073
31268,60456
35392,60052
22272,60768
35840,60662
23997,60009
39660,60720
21760,60864
29644,60796
37992,60593
30540,60246
38946,60006
21256,60766
22524,60060
30444,60361
34918,60896
22516,60532
24062,60524
22972,60176
28333,60902
21218,60168
37208,60028
23713,60864
32654,60072
26048,60050
24458,60448
32248,60187
21878,60796
28142,60544
22168,60945
26890,60444
39712,60388
21240,60459
37128,60404
33387,60284
24992,60500
28192,60513
28296,60594
26778,60917
31872,60992
29793,60180
30473,60589
24390,60416
23969,60001
38556,60008
38630,60905
28837,60426
38995,60810
35908,60146
32428,60432
26461,60540
39309,60971
37504,60853
29876,60544
28100,60722
26290,60224
27108,60032
32280,60278
36032,60519
27552,60348
35068,60590
26780,60643
34112,60631
35442,60258
33639,60478
20600,60914
27676,60560
30016,60910
36094,60632
39060,60652
37776,60142
24239,60892
29226,60848
29874,60314
31808,60999
24052,60524
30055,60946
31859,60425
32189,60590
29556,60680
29540,60054
21570,60953
23848,60398
23535,60024
22220,60224
33303,60130
28440,60182
21186,60412
38784,60488
28091,60703
37854,60888
22876,60608
39918,60592
31524,60594
29402,60240
25456,60041
23106,60279
33735,60611
38141,60544
39190,60883
29801,60956
24504,60316
30055,60309
25179,60100
30672,60930
37759,60000
27616,60128
23252,60970
37600,60296
39732,60147
36366,60296
36725,60338
35552,60740
20678,60044
23592,60464
39357,60228
26464,60295
36241,60905
26755,60034
26333,60234
20650,60495
28864,60262
24376,60712
33655,60062
33375,60830
20020,60533
26479,60859
21171,60511
37426,60319
34160,60476
34368,60794
32164,60834
20996,60624
28338,60496
29316,60626
28856,60272
30592,60281
38272,60529
23512,60232
29654,60128
33019,60943
31962,60213
21971,60514
35270,60074
30779,60919
36896,60620
34294,60432
37222,60284
27906,60012
25368,60320
28184,60246
34936,60976
38759,60496
35532,60455
21108,60246
37456,60336
31192,60424
39294,60980
34954,60240
27676,60300
27844,60240
33924,60407
20480,60934
25426,60560
29905,60083
20932,60244
35280,60505
21213,60241
34724,60753
20266,60898
22577,60780
27552,60057
32367,60792
33008,60240
28648,60662
37752,60359
38082,60884
25952,60892
33362,60177
21758,60280
39099,60352
35579,60879
31778,60666
25338,60812
20148,60206
25068,60400
29368,60469
28216,60118
28252,60000
38730,60348
31178,60073
33903,60572
30198,60904
23971,60294
34123,60618
38135,60544
23980,60415
36431,60241
23808,60304
24468,60811
36732,60300
23744,60256
26141,60038
20408,60704
31826,60096
39221,60184
36508,60122
26532,60523
20259,60438
37628,60912
37253,60119
23612,60560
27446,60422
24224,60819
34926,60306
29070,60232
26966,60432
34358,60976
20745,60464
25140,60546
24038,60798
23778,60735
26408,60640
33119,60526
27832,60635
30494,60530
37415,60262
20679,60732
29036,60535
32734,60268
29528,60118
20288,60923
22837,60907
35825,60152
21312,60024
27711,60416
25929,60144
37732,60912
38158,60782
21108,60948
24064,60438
22996,60644
30794,60853
33917,60933
25472,60580
20581,60692
38200,60104
24096,60562
34325,60528
32526,60770
27718,60424
28819,60820
25902,60760
28448,60592
28440,60945
23644,60388
37916,60458
30656,60042
38263,60400
30067,60155
35472,60416
20854,60731
38688,60383
29282,60174
20616,60065
29572,60956
31275,60595
23820,60360
37986,60338
35852,60233
34120,60997
25336,60274
31668,60594
38360,60323
27598,60271
38418,60832
36860,60560
23050,60170
39958,60220
23906,60084
31936,60416
34640,60804
39121,60774
34508,60224
20847,60160
33866,60548
32813,60850
35650,60288
32464,60082
31943,60112
22323,60920
39936,60144
28017,60072
20576,60062
36536,60544
22955,60944
25428,60274
32044,60866
31584,60952
32457,60800
21236,60535
32601,60288
37594,60800
27972,60859
28258,60448
34968,60864
35552,60512
37777,60288
39873,60732
20126,60362
25656,60373
35489,60446
28836,60013
38141,60756
27932,60140
22992,60935
33128,60583
36134,60692
37586,60119
20515,60017
34460,60320
38611,60107
31772,60276
35802,60726
39524,60722
36059,60892
27173,60720
38192,60246
30390,60800
27048,60526
29736,60774
38458,60484
34009,60475
32228,60952
35486,60637
27284,60557
35253,60870
21760,60852
25604,60454
26900,60447
32442,60168
38804,60784
30688,60645
21167,60851
36181,60702
38066,60830
24849,60509
25002,60934
37345,60593
28487,60688
35530,60674
31720,60458
26227,60986
34873,60540
37740,60704
25088,60350
38656,60658
33622,60072
39572,60990
39459,60516
26687,60456
29231,60354
29182,60136
32420,60152
29993,60324
28890,60674
29359,60772
21495,60032
35093,60471
39024,60451
20009,60002
22568,60675
37536,60557
31466,60095
33132,60092
32509,60770
27568,60378
22016,60879
34609,60468
34716,60120
35252,60232
22570,60316
33284,60962
20140,60248
28568,60368
29624,60722
32310,60722
35244,60388
25483,60087
35015,60254
28845,60234
21920,60004
27868,60776
37781,60629
27568,60112
22805,60110
32678,60554
33489,60872
21954,60196
33782,60840
22431,60802
30080,60871
35976,60333
35739,60698
34703,60701
27040,60556
28224,60280
29042,60413
34143,60608
22720,60650
29984,60899
22632,60542
33051,60404
31736,60066
22924,60200
33400,60126
20978,60189
36621,60388
37350,60252
27506,60704
27992,60100
30832,60118
38181,60994
31388,60397
34252,60416
34158,60734
24358,60446
24689,60792
26814,60684
33912,60440
28076,60477
24128,60486
21579,60320
20170,60472
31181,60239
21632,60773
35094,60388
26722,60568
29184,60834
35176,60328
20056,60637
38400,60934
22976,60760
29100,60476
29941,60510
22144,60018
27272,60592
32028,60835
23557,60982
22090,60058
33156,60394
24842,60912
35812,60566
30615,60831
36360,60724
31471,60832
25184,60026
29392,60160
39326,60441
36205,60442
31694,60047
30430,60938
39306,60072
32130,60191
24148,60994
32219,60092
28700,60460
21096,60976
36175,60337
36431,60595
22960,60299
28322,60416
36416,60592
35292,60590
21418,60576
31532,60634
28378,60784
39588,60292
22666,60958
29788,60208
20497,60984
30448,60548
25274,60671
24299,60897
30760,60954
26544,60094
25528,60396
27726,60260
27446,60824
26655,60996
33776,60452
21658,60664
37146,60336
38016,60232
23552,60600
36146,60388
35805,60772
20168,60684
36248,60416
21962,60712
31625,60314
23796,60672
27326,60521
28561,60928
24444,60624
24909,60848
22910,60887
34196,60358
39743,60530
33295,60288
25024,60116
39127,60244
39397,60226
33713,60992
24134,60992
25004,60507
20803,60984
30781,60960
27796,60564
28692,60248
26874,60908
26787,60607
31869,60236
32445,60155
26308,60934
24124,60732
25298,60048
30562,60584
38520,60364
38572,60173
35888,60214
28528,60758
23952,60580
36730,60004
28904,60772
35840,60024
25860,60422
32501,60976
24060,60852
28600,60735
20448,60207
25680,60295
29980,60905
38306,60022
36622,60352
22823,60250
25725,60652
21814,60940
27322,60770
29179,60328
30261,60578
24672,60835
20036,60192
26856,60200
31852,60634
28248,60350
39692,60208
21475,60832
35735,60048
39884,60874
22028,60256
29310,60688
27064,60689
26972,60484
24037,60362
24640,60696
28692,60167
37260,60092
29882,60064
38060,60382
22026,60104
28402,60960
25976,60192
26600,60571
39704,60405
38490,60016
29460,60648
20986,60232
37022,60814
28240,60739
27572,60396
31808,60272
34040,60642
23742,60074
23412,60473
23040,60224
32517,60948
36700,60106
26073,60143
28832,60042
39000,60020
34432,60236
25420,60868
28290,60144
24756,60584
35632,60077
31824,60652
39793,60512
26608,60551
30360,60672
30972,60480
30016,60284
39484,60280
25168,60437
34048,60108
34321,60688
28988,60778
36315,60595
33636,60231
23021,60303
39434,60348
33072,60515
29898,60636
39488,60512
20560,60543
34776,60542
30232,60344
28288,60664
36933,60506
37848,60400
27148,60182
35408,60116
33660,60971
33132,60957
29261,60532
22464,60782
35574,60792
34688,60554
25990,60216
38219,60972
23608,60699
37413,60226
28061,60300
34396,60864
22155,60448
38282,60179
29168,60062
33422,60188
33972,60607
27378,60489
22468,60016
20234,60888
24166,60564
21232,60578
30124,60840
30520,60388
29748,60730
30464,60012
34414,60806
24496,60794
33168,60032
26468,60020
34844,60456
35529,60633
37014,60310
26628,60717
35208,60193
37022,60258
22830,60982
22271,60918
29546,60737
39366,60902
29910,60896
24017,60614
25613,60620
26637,60896
26033,60308
39868,60418
32264,60567
20255,60600
32463,60318
36568,60448
27538,60104
35312,60200
35728,60270
24168,60286
21084,60832
34696,60400
30592,60164
27245,60240
39394,60722
23328,60132
21808,60280
35565,60976
39608,60807
23746,60957
28265,60803
37032,60753
36674,60224
28324,60851
20960,60252
29489,60752
21676,60204
36626,60188
20416,60717
36319,60574
27354,60264
22692,60256
21766,60080
37036,60886
32410,60644
21483,60115
32557,60656
37403,60694
33560,60004
20906,60485
36800,60336
35796,60985
33808,60216
26582,60208
24072,60676
31758,60772
21839,60912
34377,60623
36672,60768
34496,60151
24839,60100
39636,60975
34184,60503
36348,60961
26876,60918
21432,60582
39734,60166
36254,60188
34500,60340
34684,60718
28334,60554
36504,60014
38443,60212
30647,60855
37280,60908
32704,60100
38147,60436
31520,60145
36560,60483
30254,60486
36243,60387
27423,60640
29568,60297
33640,60492
31835,60005
20304,60768
20796,60368
24488,60573
33118,60632
25682,60850
39192,60024
27888,60208
26992,60094
24528,60910
37610,60057
23491,60168
21035,60148
24464,60282
23000,60420
36019,60360
28719,60771
25410,60908
38738,60983
37488,60438
26328,60878
30517,60975
23488,60358
22620,60009
39304,60792
38942,60206
30864,60816
35546,60468
32354,60746
25248,60360
29176,60812
20192,60258
21304,60408
33115,60202
24602,60330
33728,60536
33304,60672
33493,60352
32312,60250
30398,60632
37821,60064
32780,60958
33467,60425
38089,60592
27337,60992
35484,60421
39634,60048
27232,60162
36696,60567
32124,60427
23308,60710
32608,60090
20101,60380
27803,60275
31775,60868
28412,60084
26803,60890
25104,60020
35681,60714
38768,60136
23628,60195
32352,60798
24964,60138
30186,60447
30320,60766
29650,60326
32803,60920
28644,60887
31436,60826
28877,60096
34358,60592
29027,60358
25896,60484
38140,60380
34238,60064
21888,60424
30320,60880
20216,60000
34820,60770
20094,60322
39976,60058
35122,60113
31220,60030
34502,60685
36410,60816
26203,60862
21784,60160
32786,60138
39424,60860
22109,60048
28906,60993
21540,60304
23452,60938
28511,60696
35019,60658
21726,60694
25746,60488
33230,60484
28288,60298
36412,60040
33604,60998
24234,60048
28590,60066
27004,60790
32272,60136
36634,60302
37746,60576
23852,60944
26240,60812
26593,60867
24161,60522
21681,60410
35420,60584
27344,60424
32975,60871
33825,60774
26664,60244
28300,60620
39363,60781
39922,60398
29211,60104
39891,60544
34500,60323
24253,60006
37152,60356
38961,60278
31232,60928
27518,60082
22528,60230
35360,60353
31121,60282
23490,60690
26656,60690
23286,60032
35730,60298
24236,60752
39128,60420
28552,60282
36296,60704
36637,60982
26010,60247
36082,60972
39972,60487
20672,60496
33337,60867
36333,60654
24153,60284
28648,60332
21450,60716
29056,60980
20592,60398
32640,60958
28184,60274
34300,60352
37238,60096
37774,60632
36767,60526
39797,60178
28257,60500
37211,60928
30378,60079
39388,60752
23296,60914
20032,60030
20220,60009
38000,60340
22880,60140
38280,60899
23016,60186
21488,60436
39880,60496
25879,60540
37765,60750
29821,60819
22920,60632
24096,60909
25512,60168
32148,60573
32002,60524
29569,60088
25820,60824
29076,60198
38338,60221
39013,60168
38541,60428
37032,60560
38076,60336
30899,60850
24242,60970
33192,60398
30528,60404
36408,60486
33228,60553
32770,60829
36814,60214
31132,60284
36624,60625
33752,60738
29448,60598
27159,60836
26832,60072
27043,60468
29519,60984
33476,60900
37396,60457
29928,60180
26584,60528
22496,60370
20388,60992
29191,60176
21276,60036
37948,60063
28220,60264
38118,60419
20615,60425
37326,60277
25992,60893
20208,60000
31238,60160
38491,60222
27142,60351
23888,60574
28712,60898
22448,60410
37503,60400
24197,60928
29656,60672
27976,60314
26796,60620
21056,60720
20708,60452
27404,60692
38358,60584
25442,60798
34226,60422
27864,60683
22111,60880
23295,60068
34284,60252
25608,60987
33849,60904
23300,60765
20984,60495
34148,60578
28629,60088
27916,60900
31994,60288
30832,60044
34770,60534
22808,60852
25416,60132
21760,60880
26331,60060
36474,60026
38852,60576
38634,60704
20490,60044
29714,60536
24620,60496
29880,60516
24168,60200
39840,60488
21408,60596
30322,60527
30143,60646
20763,60926
30288,60516
26934,60389
33206,60272
30658,60678
36072,60229
24224,60544
39688,60436
20197,60719
28428,60776
38986,60452
36752,60498
22711,60416
27328,60112
21596,60976
25200,60238
23200,60752
30983,60120
39046,60361
32304,60414
25935,60028
29956,60032
36032,60237
33700,60046
27676,60088
27338,60404
37322,60120
37070,60712
27380,60984
29860,60868
22970,60395
21272,60877
20480,60688
27241,60642
35196,60091
27968,60384
37304,60648
38189,60141
24018,60156
33064,60192
32168,60751
35525,60702
37025,60531
37873,60430
21410,60086
25808,60013
37719,60652
39441,60127
36536,60956
31120,60992
36737,60852
39120,60657
31459,60565
38824,60736
29384,60664
24922,60234
36537,60234
24239,60221
22298,60751
36936,60534
31586,60585
26572,60491
28846,60384
39402,60428
22464,60168
27648,60245
33029,60618
33151,60391
34252,60208
36734,60145
25819,60716
23762,60906
22803,60178
27692,60924
36328,60607
31440,60731
22980,60160
22359,60715
36882,60995
34432,60208
20045,60376
39958,60814
39026,60464
26640,60912
25668,60732
23550,60752
23808,60481
37464,60827
22816,60480
23436,60336
23160,60396
20676,60986
32856,60567
31215,60308
32464,60093
24134,60105
23295,60683
20808,60652
37869,60160
37364,60928
28100,60336
30154,60896
27150,60616
31888,60816
35556,60184
28128,60944
26453,60704
34678,60629
39648,60852
31115,60040
30624,60208
23223,60992
29068,60946
20443,60672
24704,60456
30765,60564
37016,60069
31552,60792
26984,60498
20068,60677
36496,60673
31983,60388
34940,60160
20112,60715
34061,60039
24516,60220
38455,60138
28632,60060
35538,60278
33921,60372
29124,60768
24852,60913
25609,60198
23144,60119
36448,60696
33728,60409
37030,60704
23020,60104
33918,60584
39169,60598
22844,60404
34372,60476
36007,60659
39547,60482
36304,60113
35999,60540
21506,60016
25088,60492
23297,60744
24112,60272
29294,60328
30226,60369
33308,60772
29470,60112
39766,60220
36616,60672
24298,60080
30828,60820
33637,60278
26712,60104
20038,60152
23268,60836
37474,60456
35152,60150
35324,60797
20848,60136
27322,60528
24505,60430
34928,60854
30024,60059
29780,60636
23928,60128
36221,60784
35052,60120
20745,60544
21124,60383
20574,60569
34862,60348
33458,60562
36944,60776
33331,60345
32124,60634
39028,60107
39226,60384
29169,60264
26880,60905
35895,60581
31996,60960
20226,60816
26630,60752
36558,60328
24980,60002
39156,60050
39414,60633
33622,60928
30987,60071
23480,60648
30844,60416
36460,60976
39379,60694
20256,60206
33862,60552
33284,60050
23688,60648
21296,60192
36388,60350
39824,60580
28416,60486
23208,60064
36896,60051
35113,60874
38865,60522
35651,60651
26092,60431
27804,60276
35024,60924
39370,60675
23213,60189
27598,60224
38074,60985
37227,60622
27559,60928
28386,60410
22620,60328
24678,60692
21215,60800
28554,60207
26048,60346
35512,60672
25981,60160
36554,60942
39712,60144
34038,60404
27536,60716
22832,60762
23324,60888
21324,60100
27694,60903
28624,60074
38176,60941
21014,60979
27816,60408
36194,60767
39611,60011
39440,60372
22118,60184
28176,60176
34952,60528
39854,60288
35847,60633
33400,60108
39440,60020
33668,60688
30111,60538
36277,60095
32629,60270
29808,60528
25078,60960
28370,60662
25492,60374
31296,60460
32551,60476
35528,60060
25168,60704
25562,60828
25058,60982
26416,60258
22910,60780
22496,60592
36380,60160
36432,60515
21892,60862
32436,60406
36498,60868
38273,60325
20436,60961
24704,60081
38303,60294
37992,60656
29120,60196
34905,60956
21016,60389
36292,60856
21196,60800
21532,60928
20023,60062
32657,60686
29183,60516
34882,60607
34392,60821
33828,60408
38324,60044
28854,60983
35344,60797
35043,60620
38342,60348
27609,60366
27960,60224
34545,60100
28312,60986
32466,60367
26112,60117
38928,60672
39265,60568
30448,60097
31794,60025
23997,60682
28506,60511
24407,60868
39788,60875
28136,60587
22732,60084
37952,60454
39776,60800
33311,60032
27008,60936
37490,60716
37379,60750
20072,60463
33108,60134
39932,60664
33767,60778
31770,60964
33594,60152
36902,60628
23466,60032
26218,60982
27355,60932
37756,60016
32626,60818
28925,60758
38392,60336
23396,60638
22012,60440
28112,60216
24560,60624
34112,60026
28418,60383
28114,60705
24168,60662
26238,60864
37422,60517
34940,60612
20588,60524
38455,60403
33772,60568
29048,60912
26604,60547
31969,60983
36282,60983
38692,60858
21152,60736
21538,60519
27921,60909
39320,60255
27694,60364
25290,60253
20176,60896
26976,60132
30488,60606
30671,60096
28738,60628
22318,60922
24542,60062
36828,60215
35162,60318
27698,60028
24052,60540
36784,60992
25600,60820
34636,60253
38508,60175
28302,60830
36934,60201
29094,60744
28720,60425
39628,60935
28676,60686
38793,60544
20656,60336
32561,60162
21926,60222
24118,60090
29664,60016
25464,60440
22816,60352
36129,60062
39776,60261
26731,60604
23728,60504
32982,60032
39414,60872
26116,60367
39407,60999
31405,60584
29896,60830
31132,60624
22300,60790
29107,60220
24726,60338
32236,60707
21736,60225
34749,60654
27526,60212
38678,60261
37210,60154
39862,60304
34204,60278
27236,60364
31952,60100
29900,60624
29730,60256
32265,60780
34288,60440
37986,60725
33637,60740
35830,60128
33328,60552
28850,60286
24112,60752
34660,60776
20386,60478
30638,60887
27970,60522
24594,60634
21498,60466
33145,60689
24068,60372
34510,60416
22846,60168
35136,60838
36367,60926
34285,60200
38998,60032
26164,60351
34636,60928
21370,60941
32188,60584
27268,60976
39993,60754
30668,60078
28204,60124
27228,60610
28363,60640
28312,60956
30336,60528
27057,60144
32728,60625
23284,60030
31350,60344
22506,60352
24320,60028
27000,60646
33476,60212
29131,60120
28966,60224
23916,60713
26998,60682
25204,60186
24070,60596
26624,60058
31288,60680
33556,60946
21504,60208
22796,60004
36416,60741
38571,60601
22667,60692
34176,60648
29178,60946
29183,60190
39584,60640
25112,60394
30368,60228
30500,60462
38376,60034
38320,60884
25170,60352
37640,60536
37924,60820
36072,60038
39988,60364
28160,60548
21603,60480
29734,60851
32268,60728
21672,60107
27956,60592
31960,60731
38151,60868
29162,60981
35976,60140
26770,60040
38456,60368
20730,60112
31733,60244
36690,60708
32292,60058
24960,60751
37268,60972
21830,60058
31166,60592
21664,60580
21486,60554
24565,60188
24520,60488
31645,60858
24574,60850
33584,60816
32080,60760
32760,60704
22369,60486
27648,60570
29215,60980
35069,60544
34608,60398
38603,60087
31012,60260
21552,60973
23792,60232
28328,60384
29468,60168
36798,60595
30464,60064
32493,60927
39532,60948
39638,60278
22144,60094
29636,60376
27456,60477
21608,60941
20421,60448
24698,60485
29728,60284
38553,60087
27055,60239
21200,60528
27225,60660
25483,60125
32328,60667
33303,60830
26239,60169
38575,60033
21933,60934
35157,60818
31496,60476
36284,60132
37824,60423
25202,60448
21798,60794
28540,60040
30654,60190
31282,60235
20913,60244
27285,60076
34330,60222
33872,60983
37510,60912
24232,60161
36999,60636
26736,60928
31927,60451
25888,60220
27096,60662
38872,60200
25524,60544
34722,60978
36625,60265
38917,60441
32816,60256
31684,60928
20854,60316
23282,60897
32359,60010
23253,60796
22185,60152
31740,60472
39737,60724
38552,60200
29752,60395
39767,60591
38665,60012
31814,60880
31352,60484
35875,60376
26968,60916
25250,60016
20176,60948
24036,60383
24968,60384
34496,60497
37364,60244
21092,60913
35178,60501
32346,60706
31288,60553
36742,60957
29488,60454
25597,60564
30848,60278
34778,60230
33338,60542
34576,60975
31996,60128
30084,60408
25656,60312
23552,60448
33468,60268
21072,60146
36255,60493
35861,60556
26624,60107
29074,60393
39176,60500
26438,60890
24924,60375
35390,60318
24076,60221
26462,60003
30045,60748
39072,60964
36918,60336
23320,60292
30535,60384
30178,60866
24445,60720
22574,60320
34796,60688
39590,60894
25702,60548
36079,60924
20926,60984
23029,60220
31360,60328
34328,60013
29380,60354
23615,60708
23813,60383
29632,60216
26981,60732
33045,60459
32368,60830
27002,60044
38216,60182
36894,60805
28592,60666
33563,60542
26208,60752
21128,60584
39054,60253
33500,60652
20640,60232
20195,60053
33847,60217
35440,60664
38088,60030
22067,60219
37252,60224
28512,60716
28887,60848
21054,60090
34036,60427
35296,60788
22083,60399
39952,60160
33114,60159
32283,60167
34710,60211
38676,60820
21774,60877
20136,60390
24860,60760
21523,60536
24146,60085
38848,60748
24066,60928
29098,60229
26012,60536
22328,60796
35818,60537
29433,60224
27040,60354
28672,60484
32343,60800
33489,60738
32044,60768
36781,60266
33672,60384
31220,60096
24950,60516
36309,60164
31317,60287
25920,60346
35328,60791
29590,60640
24224,60480
39400,60500
38252,60275
34994,60804
36450,60288
37697,60424
26929,60779
37234,60138
31360,60128
33670,60862
31015,60816
27067,60053
25308,60413
37788,60484
33980,60423
39845,60806
30560,60156
37854,60580
21457,60032
31431,60696
37392,60708
26897,60544
35738,60249
20200,60304
38092,60024
38832,60401
25080,60755
35488,60890
35880,60904
37356,60961
20644,60413
21944,60502
31942,60738
27116,60304
26090,60544
32084,60905
36284,60081
33031,60259
38402,60141
38928,60674
20350,60318
21029,60734
29384,60500
34879,60526
30000,60164
32272,60214
31680,60332
39932,60484
24464,60621
35424,60251
35824,60839
38444,60152
29052,60791
32363,60849
39972,60172
36788,60089
30075,60140
20705,60384
27389,60910
27324,60962
29011,60564
32946,60081
23414,60546
29416,60704
36794,60208
32878,60930
27864,60182
27992,60102
35786,60733
33424,60916
37728,60514
29420,60723
25064,60715
38103,60146
28071,60863
27186,60732
39248,60324
27856,60355
31892,60039
24708,60386
36892,60366
26426,60214
